additional_info,airline,arrival_time,date_of_journey,dep_time,destination,duration,price,route,source,total_stops
No info,Air India,13:15,12/05/2019,09:10,Banglore,4h 5m,8996,CCU â†’ BBI â†’ BLR,Kolkata,1 stop
No info,Jet Airways,23:35,1/05/2019,16:30,Banglore,7h 5m,14781,CCU â†’ BOM â†’ BLR,Kolkata,1 stop
No info,SpiceJet,09:30,15/04/2019,06:55,Banglore,2h 35m,3873,CCU â†’ BLR,Kolkata,non-stop
No info,IndiGo,18:05,21/04/2019,15:30,Banglore,2h 35m,4804,CCU â†’ BLR,Kolkata,non-stop
No info,Air India,08:55,24/03/2019,06:10,New Delhi,2h 45m,4441,BLR â†’ DEL,Banglore,non-stop
No info,IndiGo,13:20,27/04/2019,10:30,Delhi,2h 50m,4423,BLR â†’ DEL,Banglore,non-stop
No info,Air India,09:25 22 May,21/05/2019,09:45,Cochin,23h 40m,10975,DEL â†’ HYD â†’ MAA â†’ COK,Delhi,2 stops
No info,Multiple carriers,18:50,21/03/2019,11:40,Cochin,7h 10m,11999,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,Multiple carriers,16:10,21/03/2019,07:05,Cochin,9h 5m,6717,DEL â†’ HYD â†’ COK,Delhi,1 stop
No info,IndiGo,21:55,6/06/2019,19:35,Kolkata,2h 20m,3597,MAA â†’ CCU,Chennai,non-stop
No info,Air India,17:10,3/06/2019,14:10,Cochin,3h,6934,DEL â†’ COK,Delhi,non-stop
No info,IndiGo,00:50 19 Jun,18/06/2019,22:15,Banglore,2h 35m,4804,CCU â†’ BLR,Kolkata,non-stop
No info,IndiGo,16:10,15/04/2019,07:35,Cochin,8h 35m,6442,DEL â†’ HYD â†’ COK,Delhi,1 stop
No check-in baggage included,SpiceJet,00:15 07 Jun,6/06/2019,22:45,Hyderabad,1h 30m,1965,BOM â†’ HYD,Mumbai,non-stop
No info,Jet Airways,19:00,27/06/2019,07:05,Cochin,11h 55m,18371,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,Multiple carriers,19:15,6/03/2019,11:40,Cochin,7h 35m,15353,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,IndiGo,18:25,1/03/2019,16:55,Hyderabad,1h 30m,8853,BOM â†’ HYD,Mumbai,non-stop
No info,Multiple carriers,21:00,24/06/2019,06:00,Cochin,15h,7740,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,Air India,01:20 10 Jun,9/06/2019,09:25,Banglore,15h 55m,11668,CCU â†’ BOM â†’ COK â†’ BLR,Kolkata,2 stops
In-flight meal not included,Jet Airways,19:45 28 Mar,27/03/2019,17:35,Cochin,26h 10m,8098,DEL â†’ MAA â†’ BOM â†’ COK,Delhi,2 stops
No info,Air India,17:10,27/04/2019,14:10,Cochin,3h,6094,DEL â†’ COK,Delhi,non-stop
No info,IndiGo,12:10,15/06/2019,06:50,Cochin,5h 20m,5298,DEL â†’ HYD â†’ COK,Delhi,1 stop
No info,Jet Airways,19:00,24/06/2019,05:30,Cochin,13h 30m,13014,DEL â†’ JAI â†’ BOM â†’ COK,Delhi,2 stops
No info,Air India,12:30 25 May,24/05/2019,09:50,Banglore,26h 40m,15170,CCU â†’ GAU â†’ DEL â†’ BLR,Kolkata,2 stops
No info,IndiGo,21:20,18/05/2019,18:25,Delhi,2h 55m,4823,BLR â†’ DEL,Banglore,non-stop
No info,IndiGo,03:35 04 Jun,3/06/2019,21:50,Cochin,5h 45m,7189,DEL â†’ LKO â†’ COK,Delhi,1 stop
In-flight meal not included,Jet Airways,10:55 10 May,9/05/2019,09:35,Banglore,25h 20m,8066,CCU â†’ DEL â†’ BLR,Kolkata,1 stop
In-flight meal not included,Jet Airways,17:35,12/05/2019,10:20,Banglore,7h 15m,7064,CCU â†’ GAU â†’ BLR,Kolkata,1 stop
In-flight meal not included,Jet Airways,12:35 02 Apr,1/04/2019,17:30,Cochin,19h 5m,5406,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,Jet Airways,19:45 07 Mar,6/03/2019,17:30,Cochin,26h 15m,17024,DEL â†’ BOM â†’ COK,Delhi,1 stop
In-flight meal not included,Jet Airways,08:45,21/04/2019,06:00,Delhi,2h 45m,4544,BLR â†’ DEL,Banglore,non-stop
No info,IndiGo,04:15,15/06/2019,01:30,Delhi,2h 45m,3419,BLR â†’ DEL,Banglore,non-stop
No info,SpiceJet,08:35,18/06/2019,05:55,Delhi,2h 40m,3625,BLR â†’ DEL,Banglore,non-stop
No info,IndiGo,22:30,6/06/2019,14:20,Cochin,8h 10m,6938,DEL â†’ HYD â†’ COK,Delhi,1 stop
No info,Multiple carriers,19:15,15/06/2019,10:20,Cochin,8h 55m,9526,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,Jet Airways,11:50,12/05/2019,10:20,Hyderabad,1h 30m,5678,BOM â†’ HYD,Mumbai,non-stop
No check-in baggage included,SpiceJet,12:30,24/03/2019,09:35,New Delhi,2h 55m,3873,BLR â†’ DEL,Banglore,non-stop
No info,IndiGo,00:15 22 May,21/05/2019,21:15,Delhi,3h,3943,BLR â†’ DEL,Banglore,non-stop
In-flight meal not included,Jet Airways,19:00,21/05/2019,09:40,Cochin,9h 20m,13029,DEL â†’ JAI â†’ BOM â†’ COK,Delhi,2 stops
In-flight meal not included,Jet Airways,19:00,1/04/2019,14:00,Cochin,5h,5177,DEL â†’ BOM â†’ COK,Delhi,1 stop
In-flight meal not included,Jet Airways,16:20 13 May,12/05/2019,20:00,Banglore,20h 20m,10844,CCU â†’ BOM â†’ BLR,Kolkata,1 stop
No info,Air India,13:55,12/06/2019,11:40,Kolkata,2h 15m,4667,MAA â†’ CCU,Chennai,non-stop
No info,IndiGo,13:00,6/05/2019,10:10,Delhi,2h 50m,3943,BLR â†’ DEL,Banglore,non-stop
No info,IndiGo,01:00 02 May,1/05/2019,22:10,Delhi,2h 50m,3943,BLR â†’ DEL,Banglore,non-stop
In-flight meal not included,Jet Airways,04:25 07 Jun,6/06/2019,09:25,Cochin,19h,11992,DEL â†’ LKO â†’ BOM â†’ COK,Delhi,2 stops
In-flight meal not included,Jet Airways,20:45,21/05/2019,17:45,Delhi,3h,4030,BLR â†’ DEL,Banglore,non-stop
No info,Air India,23:00 22 Mar,21/03/2019,20:30,Cochin,26h 30m,5704,DEL â†’ BLR â†’ COK,Delhi,1 stop
No info,Jet Airways,16:50 07 Mar,6/03/2019,17:15,Hyderabad,23h 35m,22950,BOM â†’ UDR â†’ DEL â†’ HYD,Mumbai,2 stops
No info,Air India,23:20,27/04/2019,20:45,Banglore,2h 35m,4145,CCU â†’ BLR,Kolkata,non-stop
No info,Jet Airways,13:15,18/03/2019,08:00,New Delhi,5h 15m,12284,BLR â†’ BOM â†’ DEL,Banglore,1 stop
No info,Air India,08:55 16 May,15/05/2019,16:45,Banglore,16h 10m,14960,CCU â†’ GAU â†’ DEL â†’ BLR,Kolkata,2 stops
No info,IndiGo,08:20,27/03/2019,05:30,Banglore,2h 50m,4148,CCU â†’ BLR,Kolkata,non-stop
In-flight meal not included,Jet Airways,18:15 10 May,9/05/2019,16:30,Banglore,25h 45m,8586,CCU â†’ BOM â†’ BLR,Kolkata,1 stop
No info,Air India,09:25 07 Jun,6/06/2019,09:45,Cochin,23h 40m,7952,DEL â†’ MAA â†’ COK,Delhi,1 stop
In-flight meal not included,Jet Airways,09:45 10 Jun,9/06/2019,20:25,Banglore,13h 20m,13469,CCU â†’ DEL â†’ BLR,Kolkata,1 stop
No info,Jet Airways,19:00,3/06/2019,09:00,Cochin,10h,14714,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,IndiGo,21:20,21/03/2019,06:40,Cochin,14h 40m,6494,DEL â†’ HYD â†’ MAA â†’ COK,Delhi,2 stops
No info,Jet Airways,08:45,9/06/2019,06:00,Delhi,2h 45m,8016,BLR â†’ DEL,Banglore,non-stop
No info,Air India,23:00,6/06/2019,09:45,Cochin,13h 15m,8907,DEL â†’ BLR â†’ COK,Delhi,1 stop
No info,Vistara,22:55,1/04/2019,17:00,Banglore,5h 55m,8977,CCU â†’ DEL â†’ BLR,Kolkata,1 stop
No info,Air Asia,01:20 25 Jun,24/06/2019,22:50,Banglore,2h 30m,3807,CCU â†’ BLR,Kolkata,non-stop
No info,Air India,23:55,1/05/2019,21:05,Delhi,2h 50m,6121,BLR â†’ DEL,Banglore,non-stop
In-flight meal not included,Jet Airways,19:45 28 Mar,27/03/2019,19:10,Cochin,24h 35m,6643,DEL â†’ AMD â†’ BOM â†’ COK,Delhi,2 stops
In-flight meal not included,Multiple carriers,22:30,24/06/2019,14:55,Cochin,7h 35m,6093,DEL â†’ HYD â†’ COK,Delhi,1 stop
In-flight meal not included,Jet Airways,12:00 25 May,24/05/2019,18:55,Banglore,17h 5m,10844,CCU â†’ BOM â†’ BLR,Kolkata,1 stop
No info,Multiple carriers,01:35 07 Mar,6/03/2019,10:20,Cochin,15h 15m,15147,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,Air India,18:30 19 May,18/05/2019,12:00,Banglore,30h 30m,10361,CCU â†’ BBI â†’ BOM â†’ BLR,Kolkata,2 stops
In-flight meal not included,Jet Airways,17:35,6/05/2019,10:20,Banglore,7h 15m,7064,CCU â†’ GAU â†’ BLR,Kolkata,1 stop
No info,Multiple carriers,15:30,21/03/2019,07:05,Cochin,8h 25m,14486,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,Vistara,18:50 10 May,9/05/2019,17:00,Banglore,25h 50m,8820,CCU â†’ DEL â†’ BLR,Kolkata,1 stop
No info,Jet Airways,19:50,21/05/2019,06:30,Banglore,13h 20m,14781,CCU â†’ BOM â†’ BLR,Kolkata,1 stop
No info,IndiGo,17:55,27/03/2019,15:20,Banglore,2h 35m,5198,CCU â†’ BLR,Kolkata,non-stop
No info,Air India,12:45,6/05/2019,10:00,Delhi,2h 45m,5228,BLR â†’ DEL,Banglore,non-stop
No info,IndiGo,03:35 16 May,15/05/2019,21:50,Cochin,5h 45m,7189,DEL â†’ LKO â†’ COK,Delhi,1 stop
In-flight meal not included,Jet Airways,18:00 10 May,9/05/2019,17:00,Banglore,25h,7341,CCU â†’ DEL â†’ BLR,Kolkata,1 stop
No info,Air India,19:15,1/06/2019,12:00,Cochin,7h 15m,10336,DEL â†’ JAI â†’ BOM â†’ COK,Delhi,2 stops
No info,Vistara,09:40,03/03/2019,07:00,New Delhi,2h 40m,8028,BLR â†’ DEL,Banglore,non-stop
No info,Jet Airways,15:55,09/03/2019,08:55,New Delhi,7h,23001,BLR â†’ BOM â†’ JDH â†’ DEL,Banglore,2 stops
No info,IndiGo,15:35,6/05/2019,13:15,Kolkata,2h 20m,3597,MAA â†’ CCU,Chennai,non-stop
No info,Air India,23:15 25 Mar,24/03/2019,16:45,Banglore,30h 30m,13885,CCU â†’ GAU â†’ DEL â†’ BLR,Kolkata,2 stops
No info,Jet Airways,10:10,18/04/2019,07:10,Delhi,3h,7229,BLR â†’ DEL,Banglore,non-stop
In-flight meal not included,Jet Airways,23:35,9/05/2019,17:00,Banglore,6h 35m,7341,CCU â†’ DEL â†’ BLR,Kolkata,1 stop
No info,Vistara,09:05 13 Jun,12/06/2019,17:00,Banglore,16h 5m,7927,CCU â†’ DEL â†’ BLR,Kolkata,1 stop
No info,IndiGo,07:55,24/06/2019,06:25,Hyderabad,1h 30m,4049,BOM â†’ HYD,Mumbai,non-stop
No info,SpiceJet,07:15,1/05/2019,05:45,Hyderabad,1h 30m,2017,BOM â†’ HYD,Mumbai,non-stop
No info,IndiGo,00:15 07 Jun,6/06/2019,21:15,Delhi,3h,3943,BLR â†’ DEL,Banglore,non-stop
No info,IndiGo,01:00 13 Jun,12/06/2019,22:10,Delhi,2h 50m,3419,BLR â†’ DEL,Banglore,non-stop
No info,IndiGo,21:20,24/05/2019,18:25,Delhi,2h 55m,4823,BLR â†’ DEL,Banglore,non-stop
No info,Air India,08:55,15/05/2019,06:10,Delhi,2h 45m,6961,BLR â†’ DEL,Banglore,non-stop
No info,IndiGo,17:05,18/05/2019,14:45,Kolkata,2h 20m,3858,MAA â†’ CCU,Chennai,non-stop
No info,IndiGo,13:00,15/05/2019,08:10,Banglore,4h 50m,5069,CCU â†’ MAA â†’ BLR,Kolkata,1 stop
No info,Air India,10:30 25 May,24/05/2019,10:00,Banglore,24h 30m,13007,CCU â†’ DEL â†’ COK â†’ TRV â†’ BLR,Kolkata,3 stops
In-flight meal not included,Jet Airways,23:00 13 Mar,12/03/2019,20:35,New Delhi,26h 25m,11087,BLR â†’ BOM â†’ DEL,Banglore,1 stop
In-flight meal not included,Jet Airways,22:05 10 Jun,9/06/2019,17:00,Banglore,29h 5m,10539,CCU â†’ DEL â†’ BLR,Kolkata,1 stop
No info,Jet Airways,14:25 19 May,18/05/2019,20:25,Banglore,18h,13067,CCU â†’ DEL â†’ BLR,Kolkata,1 stop
In-flight meal not included,Jet Airways,18:15 10 Jun,9/06/2019,21:10,Banglore,21h 5m,10844,CCU â†’ BOM â†’ BLR,Kolkata,1 stop
In-flight meal not included,Jet Airways,04:25 25 Jun,24/06/2019,21:50,Cochin,6h 35m,10262,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,IndiGo,21:00,9/06/2019,04:55,Cochin,16h 5m,6093,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,Air India,19:15 28 Mar,27/03/2019,21:30,Cochin,21h 45m,8665,DEL â†’ HYD â†’ BOM â†’ COK,Delhi,2 stops
In-flight meal not included,Jet Airways,10:05 22 May,21/05/2019,14:05,Banglore,20h,9663,CCU â†’ BOM â†’ BLR,Kolkata,1 stop
No info,Air India,14:35 10 May,9/05/2019,14:35,Banglore,24h,6528,CCU â†’ MAA â†’ BLR,Kolkata,1 stop
No info,Air India,19:15 10 Apr,9/04/2019,20:15,Cochin,23h,9916,DEL â†’ CCU â†’ BOM â†’ COK,Delhi,2 stops
No info,Jet Airways,20:45,6/04/2019,17:45,Delhi,3h,7229,BLR â†’ DEL,Banglore,non-stop
No info,Multiple carriers,12:35,27/05/2019,06:00,Cochin,6h 35m,11264,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,Air Asia,22:25,15/06/2019,07:55,Cochin,14h 30m,6253,DEL â†’ BLR â†’ COK,Delhi,1 stop
No info,Jet Airways,10:55 10 Jun,9/06/2019,17:00,Banglore,17h 55m,14151,CCU â†’ DEL â†’ BLR,Kolkata,1 stop
No check-in baggage included,SpiceJet,09:35,27/03/2019,06:55,Banglore,2h 40m,3815,CCU â†’ BLR,Kolkata,non-stop
No info,Multiple carriers,01:30 28 Jun,27/06/2019,10:20,Cochin,15h 10m,6270,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,Jet Airways,16:20,6/05/2019,08:25,Banglore,7h 55m,14781,CCU â†’ BOM â†’ BLR,Kolkata,1 stop
No info,Multiple carriers,21:00,21/05/2019,09:00,Cochin,12h,14067,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,SpiceJet,17:25,18/05/2019,14:55,Banglore,2h 30m,4174,CCU â†’ BLR,Kolkata,non-stop
No info,IndiGo,18:25,15/06/2019,15:40,Kolkata,2h 45m,3540,MAA â†’ CCU,Chennai,non-stop
No info,IndiGo,21:00,24/04/2019,04:55,Cochin,16h 5m,6162,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,Air India,09:25 22 Mar,21/03/2019,09:45,Cochin,23h 40m,8140,DEL â†’ HYD â†’ MAA â†’ COK,Delhi,2 stops
No info,SpiceJet,19:40,21/04/2019,17:10,Banglore,2h 30m,4911,CCU â†’ BLR,Kolkata,non-stop
No info,Air India,19:15 16 Jun,15/06/2019,22:00,Cochin,21h 15m,10441,DEL â†’ GOI â†’ BOM â†’ COK,Delhi,2 stops
No info,Multiple carriers,16:10,3/03/2019,07:05,Cochin,9h 5m,7905,DEL â†’ HYD â†’ COK,Delhi,1 stop
No info,IndiGo,17:05,1/03/2019,14:40,Kolkata,2h 25m,7295,MAA â†’ CCU,Chennai,non-stop
No info,Air India,23:00,3/06/2019,09:45,Cochin,13h 15m,8907,DEL â†’ BLR â†’ COK,Delhi,1 stop
No info,Air India,23:15,18/05/2019,09:50,Banglore,13h 25m,15957,CCU â†’ GAU â†’ DEL â†’ BLR,Kolkata,2 stops
1 Long layover,Jet Airways,10:25 02 Mar,01/03/2019,22:50,New Delhi,11h 35m,31825,BLR â†’ BOM â†’ DEL,Banglore,1 stop
No info,Vistara,22:15,3/06/2019,19:30,Delhi,2h 45m,4878,BLR â†’ DEL,Banglore,non-stop
No info,Multiple carriers,15:30,3/03/2019,04:00,Cochin,11h 30m,14973,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,Jet Airways,12:35 25 Jun,24/06/2019,09:40,Cochin,26h 55m,13014,DEL â†’ JAI â†’ BOM â†’ COK,Delhi,2 stops
No info,IndiGo,17:35,6/03/2019,14:30,Cochin,3h 5m,7673,DEL â†’ COK,Delhi,non-stop
No info,Air India,19:15,18/05/2019,08:00,Cochin,11h 15m,8879,DEL â†’ BOM â†’ COK,Delhi,1 stop
In-flight meal not included,Jet Airways,19:10,6/05/2019,09:35,Banglore,9h 35m,12384,CCU â†’ DEL â†’ BLR,Kolkata,1 stop
No info,Multiple carriers,19:15,9/04/2019,12:50,Cochin,6h 25m,6481,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,Vistara,23:50,9/04/2019,21:00,Delhi,2h 50m,5403,BLR â†’ DEL,Banglore,non-stop
No info,IndiGo,22:15,21/05/2019,16:35,Banglore,5h 40m,5268,CCU â†’ MAA â†’ BLR,Kolkata,1 stop
No info,IndiGo,11:30,01/03/2019,08:30,New Delhi,3h,10067,BLR â†’ DEL,Banglore,non-stop
No info,Air India,07:40 10 May,9/05/2019,05:00,Cochin,26h 40m,11281,DEL â†’ AMD â†’ BOM â†’ COK,Delhi,2 stops
No check-in baggage included,SpiceJet,09:30,18/05/2019,06:55,Banglore,2h 35m,3841,CCU â†’ BLR,Kolkata,non-stop
No info,Vistara,00:05 19 Mar,21/03/2019,21:10,New Delhi,2h 55m,4878,BLR â†’ DEL,Banglore,non-stop
No info,Jet Airways,12:35 16 Jun,15/06/2019,18:20,Cochin,18h 15m,14300,DEL â†’ ATQ â†’ BOM â†’ COK,Delhi,2 stops
No info,SpiceJet,19:40,3/06/2019,17:10,Banglore,2h 30m,3873,CCU â†’ BLR,Kolkata,non-stop
In-flight meal not included,Jet Airways,12:00 10 May,9/05/2019,08:25,Banglore,27h 35m,9663,CCU â†’ BOM â†’ BLR,Kolkata,1 stop
No info,IndiGo,17:05,18/03/2019,12:10,New Delhi,4h 55m,4410,BLR â†’ HYD â†’ DEL,Banglore,1 stop
No info,Jet Airways,19:00 10 May,9/05/2019,23:05,Cochin,19h 55m,15129,DEL â†’ AMD â†’ BOM â†’ COK,Delhi,2 stops
No info,Jet Airways,04:25 19 May,18/05/2019,05:30,Cochin,22h 55m,15129,DEL â†’ JAI â†’ BOM â†’ COK,Delhi,2 stops
In-flight meal not included,Jet Airways,15:15,21/03/2019,05:45,New Delhi,9h 30m,7832,BLR â†’ BOM â†’ DEL,Banglore,1 stop
No info,Vistara,09:40,6/06/2019,07:00,Delhi,2h 40m,4668,BLR â†’ DEL,Banglore,non-stop
No info,Multiple carriers,19:00,12/06/2019,08:30,Cochin,10h 30m,10877,DEL â†’ BOM â†’ COK,Delhi,1 stop
No check-in baggage included,SpiceJet,11:25,18/05/2019,09:00,Banglore,2h 25m,4439,CCU â†’ BLR,Kolkata,non-stop
No info,Air Asia,22:05,1/03/2019,19:35,Banglore,2h 30m,5964,CCU â†’ BLR,Kolkata,non-stop
In-flight meal not included,Jet Airways,20:45 07 Jun,6/06/2019,18:55,Banglore,25h 50m,10844,CCU â†’ BOM â†’ BLR,Kolkata,1 stop
No info,Vistara,12:35,09/03/2019,09:50,New Delhi,2h 45m,11598,BLR â†’ DEL,Banglore,non-stop
No info,Jet Airways,04:25 22 May,21/05/2019,05:30,Cochin,22h 55m,15129,DEL â†’ JAI â†’ BOM â†’ COK,Delhi,2 stops
No info,Jet Airways,22:05,12/05/2019,09:35,Banglore,12h 30m,14151,CCU â†’ DEL â†’ BLR,Kolkata,1 stop
No info,Air India,23:20,3/04/2019,20:45,Banglore,2h 35m,4460,CCU â†’ BLR,Kolkata,non-stop
No info,SpiceJet,00:40 16 Mar,15/03/2019,22:20,Banglore,2h 20m,3847,CCU â†’ BLR,Kolkata,non-stop
No info,IndiGo,23:05,3/03/2019,20:25,Banglore,2h 40m,6038,CCU â†’ BLR,Kolkata,non-stop
No info,Jet Airways,08:15 13 Mar,12/03/2019,21:25,New Delhi,10h 50m,12547,BLR â†’ BOM â†’ DEL,Banglore,1 stop
No info,IndiGo,15:35,9/06/2019,13:15,Kolkata,2h 20m,3597,MAA â†’ CCU,Chennai,non-stop
In-flight meal not included,Jet Airways,08:30,12/05/2019,07:05,Hyderabad,1h 25m,4050,BOM â†’ HYD,Mumbai,non-stop
No info,Air Asia,01:20 13 Mar,12/03/2019,22:50,Banglore,2h 30m,4082,CCU â†’ BLR,Kolkata,non-stop
No info,Multiple carriers,19:00,27/05/2019,03:50,Cochin,15h 10m,10197,DEL â†’ BOM â†’ COK,Delhi,1 stop
No check-in baggage included,SpiceJet,19:40,3/06/2019,17:10,Banglore,2h 30m,3841,CCU â†’ BLR,Kolkata,non-stop
No info,Jet Airways,09:20 13 Jun,12/06/2019,14:05,Banglore,19h 15m,13044,CCU â†’ BOM â†’ BLR,Kolkata,1 stop
No info,SpiceJet,11:25,24/05/2019,09:00,Banglore,2h 25m,3873,CCU â†’ BLR,Kolkata,non-stop
No info,Air India,13:45 02 May,1/05/2019,20:30,Banglore,17h 15m,15164,CCU â†’ DEL â†’ COK â†’ BLR,Kolkata,2 stops
No info,Air India,07:40 10 May,9/05/2019,13:20,Cochin,18h 20m,13538,DEL â†’ UDR â†’ BOM â†’ COK,Delhi,2 stops
In-flight meal not included,Jet Airways,16:20 02 Apr,1/04/2019,18:55,Banglore,21h 25m,7064,CCU â†’ BOM â†’ BLR,Kolkata,1 stop
No info,Jet Airways,18:50 04 Mar,3/03/2019,18:15,Cochin,24h 35m,17234,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,IndiGo,16:10,3/03/2019,08:35,Cochin,7h 35m,7663,DEL â†’ HYD â†’ COK,Delhi,1 stop
No info,Jet Airways,22:35,12/06/2019,14:05,Banglore,8h 30m,13626,CCU â†’ BOM â†’ BLR,Kolkata,1 stop
In-flight meal not included,Jet Airways,19:00 16 Jun,15/06/2019,19:45,Cochin,23h 15m,10262,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,SpiceJet,22:05,15/06/2019,15:45,Cochin,6h 20m,5583,DEL â†’ MAA â†’ COK,Delhi,1 stop
No info,Multiple carriers,19:15,27/05/2019,11:30,Cochin,7h 45m,15898,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,Multiple carriers,01:30 16 Jun,15/06/2019,15:00,Cochin,10h 30m,13377,DEL â†’ BOM â†’ COK,Delhi,1 stop
In-flight meal not included,Jet Airways,22:00,21/04/2019,18:55,Delhi,3h 5m,4544,BLR â†’ DEL,Banglore,non-stop
No check-in baggage included,SpiceJet,09:30,15/06/2019,06:55,Banglore,2h 35m,3841,CCU â†’ BLR,Kolkata,non-stop
No info,Multiple carriers,21:00,15/06/2019,09:00,Cochin,12h,13587,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,Air India,23:10,03/03/2019,08:15,New Delhi,14h 55m,6781,BLR â†’ HYD â†’ DEL,Banglore,1 stop
No info,Vistara,22:40 25 May,24/05/2019,20:20,Banglore,26h 20m,8452,CCU â†’ DEL â†’ BLR,Kolkata,1 stop
No info,Jet Airways,12:00,12/06/2019,06:30,Banglore,5h 30m,13626,CCU â†’ BOM â†’ BLR,Kolkata,1 stop
No info,IndiGo,23:15,1/04/2019,19:35,Banglore,3h 40m,4226,CCU â†’ BBI â†’ BLR,Kolkata,1 stop
No info,IndiGo,01:30 10 May,9/05/2019,17:10,Cochin,8h 20m,8330,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,Jet Airways,22:05 02 May,1/05/2019,20:25,Banglore,25h 40m,14151,CCU â†’ DEL â†’ BLR,Kolkata,1 stop
No info,Jet Airways,04:25 11 May,9/05/2019,23:05,Cochin,29h 20m,15129,DEL â†’ AMD â†’ BOM â†’ COK,Delhi,2 stops
No info,IndiGo,04:15,27/06/2019,01:30,Delhi,2h 45m,3419,BLR â†’ DEL,Banglore,non-stop
No info,Jet Airways,12:35,27/05/2019,05:30,Cochin,7h 5m,16274,DEL â†’ BHO â†’ BOM â†’ COK,Delhi,2 stops
No check-in baggage included,SpiceJet,19:40,15/05/2019,17:10,Banglore,2h 30m,3841,CCU â†’ BLR,Kolkata,non-stop
No info,Multiple carriers,01:30 13 Jun,12/06/2019,15:15,Cochin,10h 15m,6795,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,Jet Airways,04:40 02 May,1/05/2019,14:05,Banglore,14h 35m,13941,CCU â†’ BOM â†’ BLR,Kolkata,1 stop
No info,Jet Airways,19:50,12/06/2019,08:25,Banglore,11h 25m,13626,CCU â†’ BOM â†’ BLR,Kolkata,1 stop
No info,Air India,12:30 25 Mar,24/03/2019,20:30,Banglore,16h,12173,CCU â†’ DEL â†’ BLR,Kolkata,1 stop
No info,Jet Airways,08:15 22 May,21/05/2019,21:10,Banglore,11h 5m,14781,CCU â†’ BOM â†’ BLR,Kolkata,1 stop
No info,Jet Airways,04:25 08 Mar,6/03/2019,16:50,Cochin,35h 35m,19907,DEL â†’ DED â†’ BOM â†’ COK,Delhi,2 stops
No info,Vistara,22:55,1/04/2019,07:10,Banglore,15h 45m,8295,CCU â†’ DEL â†’ BLR,Kolkata,1 stop
In-flight meal not included,Jet Airways,04:25 22 Mar,21/03/2019,02:15,Cochin,26h 10m,7438,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,Jet Airways,14:05,27/06/2019,11:10,Delhi,2h 55m,8016,BLR â†’ DEL,Banglore,non-stop
In-flight meal not included,Jet Airways,12:35 16 Jun,15/06/2019,14:00,Cochin,22h 35m,10262,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,IndiGo,09:50,24/03/2019,04:15,Banglore,5h 35m,4150,CCU â†’ HYD â†’ BLR,Kolkata,1 stop
No info,Jet Airways,23:35,18/05/2019,14:05,Banglore,9h 30m,14781,CCU â†’ BOM â†’ BLR,Kolkata,1 stop
No info,Air India,19:15,6/06/2019,10:00,Cochin,9h 15m,9194,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,Air India,07:40 16 May,15/05/2019,06:50,Cochin,24h 50m,14431,DEL â†’ CCU â†’ BOM â†’ COK,Delhi,2 stops
In-flight meal not included,Jet Airways,19:00,18/05/2019,09:00,Cochin,10h,12373,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,Multiple carriers,19:00,3/06/2019,11:25,Cochin,7h 35m,10877,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,Jet Airways,04:25 25 Jun,24/06/2019,22:50,Cochin,5h 35m,14714,DEL â†’ BOM â†’ COK,Delhi,1 stop
No info,Air Asia,12:55,9/05/2019,10:20,Banglore,2h 35m,4409,CCU â†’ BLR,Kolkata,non-stop
No info,Air Asia,22:25,27/04/2019,19:55,Banglore,2h 30m,4409,CCU â†’ BLR,Kolkata,non-stop
No info,Jet Airways,21:05,24/03/2019,19:35,Hyderabad,1h 30m,5678,BOM â†’ HYD,Mumbai,non-stop
In-flight meal not included,Jet Airways,04:25 02 Jun,1/06/2019,14:00,Cochin,14h 25m,10262,DEL â†’ BOM â†’ COK,Delhi,1 stop
